name,species,height,weight,hp,attack,defence,sp_attack,sp_defence,speed,type1,type2,ability1,ability2,hidden_ability,pokedex,genus,capture_rate,color,shape,is_baby,is_legendary,is_mythical,generation,egg_group1,egg_group2,is_mega
pheromosa,pheromosa,18,250,71,137,37,137,37,151,bug,fighting,beast-boost,,,795,,45,white,,False,False,False,7,no-eggs,,False
xurkitree,xurkitree,38,1000,83,89,71,173,71,83,electric,,beast-boost,,,796,,45,black,,False,False,False,7,no-eggs,,False
celesteela,celesteela,92,9999,97,101,103,107,101,61,steel,flying,beast-boost,,,797,,45,green,,False,False,False,7,no-eggs,,False
kartana,kartana,3,1,59,181,131,59,31,109,grass,steel,beast-boost,,,798,,45,white,,False,False,False,7,no-eggs,,False
guzzlord,guzzlord,55,8880,223,101,53,97,53,43,dark,dragon,beast-boost,,,799,,45,black,,False,False,False,7,no-eggs,,False
necrozma,necrozma,24,2300,97,107,101,127,89,79,psychic,,prism-armor,,,800,,255,black,,False,True,False,7,no-eggs,,False
necrozma-dawn,necrozma,42,3500,97,113,109,157,127,77,psychic,ghost,prism-armor,,,800,,255,black,,False,True,False,7,no-eggs,,False
necrozma-dusk,necrozma,38,4600,97,157,127,113,109,77,psychic,steel,prism-armor,,,800,,255,black,,False,True,False,7,no-eggs,,False
necrozma-ultra,necrozma,75,2300,97,167,97,167,97,129,psychic,dragon,neuroforce,,,800,,255,black,,False,True,False,7,no-eggs,,False
magearna,magearna,10,805,80,95,115,130,115,65,steel,fairy,soul-heart,,,801,,3,gray,,False,False,True,7,no-eggs,,False
magearna-original,magearna,10,805,80,95,115,130,115,65,steel,fairy,soul-heart,,,801,,3,gray,,False,False,True,7,no-eggs,,False
marshadow,marshadow,7,222,90,125,80,90,90,125,fighting,ghost,technician,,,802,,3,gray,,False,False,True,7,no-eggs,,False
poipole,poipole,6,18,67,73,67,73,67,73,poison,,beast-boost,,,803,,45,purple,,False,False,False,7,no-eggs,,False
naganadel,naganadel,36,1500,73,73,73,127,73,121,poison,dragon,beast-boost,,,804,,45,purple,,False,False,False,7,no-eggs,,False
stakataka,stakataka,55,8200,61,131,211,53,101,13,rock,steel,beast-boost,,,805,,30,gray,,False,False,False,7,no-eggs,,False
blacephalon,blacephalon,18,130,53,127,53,151,79,107,fire,ghost,beast-boost,,,806,,30,white,,False,False,False,7,no-eggs,,False
zeraora,zeraora,15,445,88,112,75,102,80,143,electric,,volt-absorb,,,807,,3,yellow,,False,False,True,7,no-eggs,,False
meltan,meltan,2,80,46,65,65,55,35,34,steel,,magnet-pull,,,808,,3,gray,,False,False,True,7,no-eggs,,False
melmetal,melmetal,25,8000,135,143,143,80,65,34,steel,,iron-fist,,,809,,3,gray,,False,False,True,7,no-eggs,,False
melmetal-gmax,melmetal,250,10000,135,143,143,80,65,34,steel,,iron-fist,,,809,,3,gray,,False,False,True,7,no-eggs,,False
grookey,grookey,3,50,50,65,50,40,40,65,grass,,overgrow,grassy-surge,,810,,45,green,,False,False,False,8,ground,plant,False
thwackey,thwackey,7,140,70,85,70,55,60,80,grass,,overgrow,grassy-surge,,811,,45,green,,False,False,False,8,ground,plant,False
rillaboom,rillaboom,21,900,100,125,90,60,70,85,grass,,overgrow,grassy-surge,,812,,45,green,,False,False,False,8,ground,plant,False
rillaboom-gmax,rillaboom,280,10000,100,125,90,60,70,85,grass,,overgrow,grassy-surge,,812,,45,green,,False,False,False,8,ground,plant,False
scorbunny,scorbunny,3,45,50,71,40,40,40,69,fire,,blaze,libero,,813,,45,white,,False,False,False,8,ground,humanshape,False
raboot,raboot,6,90,65,86,60,55,60,94,fire,,blaze,libero,,814,,45,gray,,False,False,False,8,ground,humanshape,False
cinderace,cinderace,14,330,80,116,75,65,75,119,fire,,blaze,libero,,815,,45,white,,False,False,False,8,ground,humanshape,False
cinderace-gmax,cinderace,270,10000,80,116,75,65,75,119,fire,,blaze,libero,,815,,45,white,,False,False,False,8,ground,humanshape,False
sobble,sobble,3,40,50,40,40,70,40,70,water,,torrent,sniper,,816,,45,blue,,False,False,False,8,water1,ground,False
drizzile,drizzile,7,115,65,60,55,95,55,90,water,,torrent,sniper,,817,,45,blue,,False,False,False,8,water1,ground,False
inteleon,inteleon,19,452,70,85,65,125,65,120,water,,torrent,sniper,,818,,45,blue,,False,False,False,8,water1,ground,False
inteleon-gmax,inteleon,400,10000,70,85,65,125,65,120,water,,torrent,sniper,,818,,45,blue,,False,False,False,8,water1,ground,False
skwovet,skwovet,3,25,70,55,55,35,35,25,normal,,cheek-pouch,gluttony,,819,,255,brown,,False,False,False,8,ground,,False
greedent,greedent,6,60,120,95,95,55,75,20,normal,,cheek-pouch,gluttony,,820,,90,brown,,False,False,False,8,ground,,False
rookidee,rookidee,2,18,38,47,35,33,35,57,flying,,keen-eye,unnerve,big-pecks,821,,255,blue,,False,False,False,8,flying,,False
corvisquire,corvisquire,8,160,68,67,55,43,55,77,flying,,keen-eye,unnerve,big-pecks,822,,120,blue,,False,False,False,8,flying,,False
corviknight,corviknight,22,750,98,87,105,53,85,67,flying,steel,pressure,unnerve,mirror-armor,823,,45,purple,,False,False,False,8,flying,,False
corviknight-gmax,corviknight,140,10000,98,87,105,53,85,67,flying,steel,pressure,unnerve,mirror-armor,823,,45,purple,,False,False,False,8,flying,,False
blipbug,blipbug,4,80,25,20,20,25,45,45,bug,,swarm,compound-eyes,telepathy,824,,255,blue,,False,False,False,8,bug,,False
dottler,dottler,4,195,50,35,80,50,90,30,bug,psychic,swarm,compound-eyes,telepathy,825,,120,yellow,,False,False,False,8,bug,,False
orbeetle,orbeetle,4,408,60,45,110,80,120,90,bug,psychic,swarm,frisk,telepathy,826,,45,red,,False,False,False,8,bug,,False
orbeetle-gmax,orbeetle,140,10000,60,45,110,80,120,90,bug,psychic,swarm,frisk,telepathy,826,,45,red,,False,False,False,8,bug,,False
nickit,nickit,6,89,40,28,28,47,52,50,dark,,run-away,unburden,stakeout,827,,255,brown,,False,False,False,8,ground,,False
thievul,thievul,12,199,70,58,58,87,92,90,dark,,run-away,unburden,stakeout,828,,127,brown,,False,False,False,8,ground,,False
gossifleur,gossifleur,4,22,40,40,60,40,60,10,grass,,cotton-down,regenerator,effect-spore,829,,190,green,,False,False,False,8,plant,,False
eldegoss,eldegoss,5,25,60,50,90,80,120,60,grass,,cotton-down,regenerator,effect-spore,830,,75,green,,False,False,False,8,plant,,False
wooloo,wooloo,6,60,42,40,55,40,45,48,normal,,fluffy,run-away,bulletproof,831,,255,white,,False,False,False,8,ground,,False
dubwool,dubwool,13,430,72,80,100,60,90,88,normal,,fluffy,steadfast,bulletproof,832,,127,white,,False,False,False,8,ground,,False
chewtle,chewtle,3,85,50,64,50,38,38,44,water,,strong-jaw,shell-armor,swift-swim,833,,255,green,,False,False,False,8,monster,water1,False
drednaw,drednaw,10,1155,90,115,90,48,68,74,water,rock,strong-jaw,shell-armor,swift-swim,834,,75,green,,False,False,False,8,monster,water1,False
drednaw-gmax,drednaw,240,10000,90,115,90,48,68,74,water,rock,strong-jaw,shell-armor,swift-swim,834,,75,green,,False,False,False,8,monster,water1,False
yamper,yamper,3,135,59,45,50,40,50,26,electric,,ball-fetch,rattled,,835,,255,yellow,,False,False,False,8,ground,,False
boltund,boltund,10,340,69,90,60,90,60,121,electric,,strong-jaw,competitive,,836,,45,yellow,,False,False,False,8,ground,,False
rolycoly,rolycoly,3,120,30,40,50,40,50,30,rock,,steam-engine,heatproof,flash-fire,837,,255,black,,False,False,False,8,mineral,,False
carkol,carkol,11,780,80,60,90,60,70,50,rock,fire,steam-engine,flame-body,flash-fire,838,,120,black,,False,False,False,8,mineral,,False
coalossal,coalossal,28,3105,110,80,120,80,90,30,rock,fire,steam-engine,flame-body,flash-fire,839,,45,black,,False,False,False,8,mineral,,False
coalossal-gmax,coalossal,420,10000,110,80,120,80,90,30,rock,fire,steam-engine,flame-body,flash-fire,839,,45,black,,False,False,False,8,mineral,,False
applin,applin,2,5,40,40,80,40,40,20,grass,dragon,ripen,gluttony,bulletproof,840,,255,green,,False,False,False,8,plant,dragon,False
flapple,flapple,3,10,70,110,80,95,60,70,grass,dragon,ripen,gluttony,hustle,841,,45,green,,False,False,False,8,plant,dragon,False
flapple-gmax,flapple,240,10000,70,110,80,95,60,70,grass,dragon,ripen,gluttony,hustle,841,,45,green,,False,False,False,8,plant,dragon,False
appletun,appletun,4,130,110,85,80,100,80,30,grass,dragon,ripen,gluttony,thick-fat,842,,45,green,,False,False,False,8,plant,dragon,False
appletun-gmax,appletun,240,10000,110,85,80,100,80,30,grass,dragon,ripen,gluttony,thick-fat,842,,45,green,,False,False,False,8,plant,dragon,False
silicobra,silicobra,22,76,52,57,75,35,50,46,ground,,sand-spit,shed-skin,sand-veil,843,,255,green,,False,False,False,8,ground,dragon,False
sandaconda,sandaconda,38,655,72,107,125,65,70,71,ground,,sand-spit,shed-skin,sand-veil,844,,120,green,,False,False,False,8,ground,dragon,False
sandaconda-gmax,sandaconda,220,10000,72,107,125,65,70,71,ground,,sand-spit,shed-skin,sand-veil,844,,120,green,,False,False,False,8,ground,dragon,False
cramorant,cramorant,8,180,70,85,55,85,95,85,flying,water,gulp-missile,,,845,,45,blue,,False,False,False,8,water1,flying,False
cramorant-gorging,cramorant,8,180,70,85,55,85,95,85,flying,water,gulp-missile,,,845,,45,blue,,False,False,False,8,water1,flying,False
cramorant-gulping,cramorant,8,180,70,85,55,85,95,85,flying,water,gulp-missile,,,845,,45,blue,,False,False,False,8,water1,flying,False
arrokuda,arrokuda,5,10,41,63,40,40,30,66,water,,swift-swim,propeller-tail,,846,,255,brown,,False,False,False,8,water2,,False
barraskewda,barraskewda,13,300,61,123,60,60,50,136,water,,swift-swim,propeller-tail,,847,,60,brown,,False,False,False,8,water2,,False
toxel,toxel,4,110,40,38,35,54,35,40,electric,poison,rattled,static,klutz,848,,75,purple,,True,False,False,8,no-eggs,,False
toxtricity-amped,toxtricity,16,400,75,98,70,114,70,75,electric,poison,punk-rock,plus,technician,849,,45,purple,,False,False,False,8,humanshape,,False
toxtricity-amped-gmax,toxtricity,240,10000,75,98,70,114,70,75,electric,poison,punk-rock,plus,technician,849,,45,purple,,False,False,False,8,humanshape,,False
toxtricity-low-key,toxtricity,16,400,75,98,70,114,70,75,electric,poison,punk-rock,minus,technician,849,,45,purple,,False,False,False,8,humanshape,,False
toxtricity-low-key-gmax,toxtricity,240,10000,75,98,70,114,70,75,electric,poison,punk-rock,minus,technician,849,,45,purple,,False,False,False,8,humanshape,,False
sizzlipede,sizzlipede,7,10,50,65,45,50,50,45,fire,bug,flash-fire,white-smoke,flame-body,850,,190,red,,False,False,False,8,bug,,False
centiskorch,centiskorch,30,1200,100,115,65,90,90,65,fire,bug,flash-fire,white-smoke,flame-body,851,,75,red,,False,False,False,8,bug,,False
centiskorch-gmax,centiskorch,750,10000,100,115,65,90,90,65,fire,bug,flash-fire,white-smoke,flame-body,851,,75,red,,False,False,False,8,bug,,False
clobbopus,clobbopus,6,40,50,68,60,50,50,32,fighting,,limber,technician,,852,,180,brown,,False,False,False,8,water1,humanshape,False
grapploct,grapploct,16,390,80,118,90,70,80,42,fighting,,limber,technician,,853,,45,blue,,False,False,False,8,water1,humanshape,False
sinistea,sinistea,1,2,40,45,45,74,54,50,ghost,,weak-armor,cursed-body,,854,,120,purple,,False,False,False,8,mineral,indeterminate,False
polteageist,polteageist,2,4,60,65,65,134,114,70,ghost,,weak-armor,cursed-body,,855,,60,purple,,False,False,False,8,mineral,indeterminate,False
hatenna,hatenna,4,34,42,30,45,56,53,39,psychic,,healer,anticipation,magic-bounce,856,,235,pink,,False,False,False,8,fairy,,False
hattrem,hattrem,6,48,57,40,65,86,73,49,psychic,,healer,anticipation,magic-bounce,857,,120,pink,,False,False,False,8,fairy,,False
hatterene,hatterene,21,51,57,90,95,136,103,29,psychic,fairy,healer,anticipation,magic-bounce,858,,45,pink,,False,False,False,8,fairy,,False
hatterene-gmax,hatterene,260,10000,57,90,95,136,103,29,psychic,fairy,healer,anticipation,magic-bounce,858,,45,pink,,False,False,False,8,fairy,,False
impidimp,impidimp,4,55,45,45,30,55,40,50,dark,fairy,prankster,frisk,pickpocket,859,,255,pink,,False,False,False,8,fairy,humanshape,False
morgrem,morgrem,8,125,65,60,45,75,55,70,dark,fairy,prankster,frisk,pickpocket,860,,120,pink,,False,False,False,8,fairy,humanshape,False
grimmsnarl,grimmsnarl,15,610,95,120,65,95,75,60,dark,fairy,prankster,frisk,pickpocket,861,,45,purple,,False,False,False,8,fairy,humanshape,False
grimmsnarl-gmax,grimmsnarl,320,10000,95,120,65,95,75,60,dark,fairy,prankster,frisk,pickpocket,861,,45,purple,,False,False,False,8,fairy,humanshape,False
obstagoon,obstagoon,16,460,93,90,101,60,81,95,dark,normal,reckless,guts,defiant,862,,45,gray,,False,False,False,8,ground,,False
perrserker,perrserker,8,280,70,110,100,50,60,50,steel,,battle-armor,tough-claws,steely-spirit,863,,90,brown,,False,False,False,8,ground,,False
cursola,cursola,10,4,60,95,50,145,130,30,ghost,,weak-armor,perish-body,,864,,30,white,,False,False,False,8,water1,water3,False
sirfetchd,sirfetchd,8,1170,62,135,95,68,82,65,fighting,,steadfast,scrappy,,865,,45,white,,False,False,False,8,flying,ground,False
mr-rime,mr-rime,15,582,80,85,75,110,100,70,ice,psychic,tangled-feet,screen-cleaner,ice-body,866,,45,purple,,False,False,False,8,humanshape,,False
runerigus,runerigus,16,666,58,95,145,50,105,30,ground,ghost,wandering-spirit,,,867,,90,gray,,False,False,False,8,mineral,indeterminate,False
milcery,milcery,2,3,45,40,40,50,61,34,fairy,,sweet-veil,aroma-veil,,868,,200,white,,False,False,False,8,fairy,indeterminate,False
alcremie,alcremie,3,5,65,60,75,110,121,64,fairy,,sweet-veil,aroma-veil,,869,,100,white,,False,False,False,8,fairy,indeterminate,False
alcremie-gmax,alcremie,300,10000,65,60,75,110,121,64,fairy,,sweet-veil,aroma-veil,,869,,100,white,,False,False,False,8,fairy,indeterminate,False
falinks,falinks,30,620,65,100,100,70,60,75,fighting,,battle-armor,defiant,,870,,45,yellow,,False,False,False,8,fairy,mineral,False
pincurchin,pincurchin,3,10,48,101,95,91,85,15,electric,,lightning-rod,electric-surge,,871,,75,purple,,False,False,False,8,water1,indeterminate,False
snom,snom,3,38,30,25,35,45,30,20,ice,bug,shield-dust,ice-scales,,872,,190,white,,False,False,False,8,bug,,False
frosmoth,frosmoth,13,420,70,65,60,125,90,65,ice,bug,shield-dust,ice-scales,,873,,75,white,,False,False,False,8,bug,,False
stonjourner,stonjourner,25,5200,100,125,135,20,20,70,rock,,power-spot,,,874,,60,gray,,False,False,False,8,mineral,,False
eiscue-ice,eiscue,14,890,75,80,110,65,90,50,ice,,ice-face,,,875,,60,blue,,False,False,False,8,water1,ground,False
eiscue-noice,eiscue,14,890,75,80,70,65,50,130,ice,,ice-face,,,875,,60,blue,,False,False,False,8,water1,ground,False
indeedee-female,indeedee,9,280,70,55,65,95,105,85,psychic,normal,own-tempo,synchronize,psychic-surge,876,,30,purple,,False,False,False,8,fairy,,False
indeedee-male,indeedee,9,280,60,65,55,105,95,95,psychic,normal,inner-focus,synchronize,psychic-surge,876,,30,purple,,False,False,False,8,fairy,,False
morpeko-full-belly,morpeko,3,30,58,95,58,70,58,97,electric,dark,hunger-switch,,,877,,180,yellow,,False,False,False,8,ground,fairy,False
morpeko-hangry,morpeko,3,30,58,95,58,70,58,97,electric,dark,hunger-switch,,,877,,180,yellow,,False,False,False,8,ground,fairy,False
cufant,cufant,12,1000,72,80,49,40,49,40,steel,,sheer-force,heavy-metal,,878,,190,yellow,,False,False,False,8,ground,mineral,False
copperajah,copperajah,30,6500,122,130,69,80,69,30,steel,,sheer-force,heavy-metal,,879,,90,green,,False,False,False,8,ground,mineral,False
copperajah-gmax,copperajah,230,10000,122,130,69,80,69,30,steel,,sheer-force,heavy-metal,,879,,90,green,,False,False,False,8,ground,mineral,False
dracozolt,dracozolt,18,1900,90,100,90,80,70,75,electric,dragon,volt-absorb,hustle,sand-rush,880,,45,green,,False,False,False,8,no-eggs,,False
arctozolt,arctozolt,23,1500,90,100,90,90,80,55,electric,ice,volt-absorb,static,slush-rush,881,,45,blue,,False,False,False,8,no-eggs,,False
dracovish,dracovish,23,2150,90,90,100,70,80,75,water,dragon,water-absorb,strong-jaw,sand-rush,882,,45,green,,False,False,False,8,no-eggs,,False
arctovish,arctovish,20,1750,90,90,100,80,90,55,water,ice,water-absorb,ice-body,slush-rush,883,,45,blue,,False,False,False,8,no-eggs,,False
duraludon,duraludon,18,400,70,95,115,120,50,85,steel,dragon,light-metal,heavy-metal,stalwart,884,,45,white,,False,False,False,8,mineral,dragon,False
duraludon-gmax,duraludon,430,10000,70,95,115,120,50,85,steel,dragon,light-metal,heavy-metal,stalwart,884,,45,white,,False,False,False,8,mineral,dragon,False
dreepy,dreepy,5,20,28,60,30,40,30,82,dragon,ghost,clear-body,infiltrator,cursed-body,885,,45,green,,False,False,False,8,indeterminate,dragon,False
drakloak,drakloak,14,110,68,80,50,60,50,102,dragon,ghost,clear-body,infiltrator,cursed-body,886,,45,green,,False,False,False,8,indeterminate,dragon,False
dragapult,dragapult,30,500,88,120,75,100,75,142,dragon,ghost,clear-body,infiltrator,cursed-body,887,,45,green,,False,False,False,8,indeterminate,dragon,False
zacian,zacian,28,1100,92,120,115,80,115,138,fairy,,intrepid-sword,,,888,,10,blue,,False,True,False,8,no-eggs,,False
zacian-crowned,zacian,28,3550,92,150,115,80,115,148,fairy,steel,intrepid-sword,,,888,,10,blue,,False,True,False,8,no-eggs,,False
zamazenta,zamazenta,29,2100,92,120,115,80,115,138,fighting,,dauntless-shield,,,889,,10,red,,False,True,False,8,no-eggs,,False
zamazenta-crowned,zamazenta,29,7850,92,120,140,80,140,128,fighting,steel,dauntless-shield,,,889,,10,red,,False,True,False,8,no-eggs,,False
eternatus,eternatus,200,9500,140,85,95,145,95,130,poison,dragon,pressure,,,890,,255,purple,,False,True,False,8,no-eggs,,False
eternatus-eternamax,eternatus,1000,0,255,115,250,125,250,130,poison,dragon,pressure,,,890,,255,purple,,False,True,False,8,no-eggs,,False
kubfu,kubfu,6,120,60,90,60,53,50,72,fighting,,inner-focus,,,891,,3,gray,,False,True,False,8,no-eggs,,False
urshifu-rapid-strike,urshifu,19,1050,100,130,100,63,60,97,fighting,water,unseen-fist,,,892,,3,gray,,False,True,False,8,no-eggs,,False
urshifu-rapid-strike-gmax,urshifu,260,10000,100,130,100,63,60,97,fighting,water,unseen-fist,,,892,,3,gray,,False,True,False,8,no-eggs,,False
urshifu-single-strike,urshifu,19,1050,100,130,100,63,60,97,fighting,dark,unseen-fist,,,892,,3,gray,,False,True,False,8,no-eggs,,False
urshifu-single-strike-gmax,urshifu,290,10000,100,130,100,63,60,97,fighting,dark,unseen-fist,,,892,,3,gray,,False,True,False,8,no-eggs,,False
zarude,zarude,18,700,105,120,105,70,95,105,dark,grass,leaf-guard,,,893,,3,green,,False,False,True,8,no-eggs,,False
zarude-dada,zarude,18,700,105,120,105,70,95,105,dark,grass,leaf-guard,,,893,,3,green,,False,False,True,8,no-eggs,,False
regieleki,regieleki,12,1450,80,100,50,100,50,200,electric,,transistor,,,894,,3,yellow,,False,True,False,8,no-eggs,,False
regidrago,regidrago,21,2000,200,100,50,100,50,80,dragon,,dragons-maw,,,895,,3,green,,False,True,False,8,no-eggs,,False
glastrier,glastrier,22,8000,100,145,130,65,110,30,ice,,chilling-neigh,,,896,,3,white,,False,True,False,8,no-eggs,,False
spectrier,spectrier,20,445,100,65,60,145,80,130,ghost,,grim-neigh,,,897,,3,black,,False,True,False,8,no-eggs,,False
calyrex,calyrex,11,77,100,80,80,80,80,80,psychic,grass,unnerve,,,898,,3,green,,False,True,False,8,no-eggs,,False
calyrex-ice,calyrex,24,8091,100,165,150,85,130,50,psychic,ice,as-one-glastrier,,,898,,3,green,,False,True,False,8,no-eggs,,False
calyrex-shadow,calyrex,24,536,100,85,80,165,100,150,psychic,ghost,as-one-spectrier,,,898,,3,green,,False,True,False,8,no-eggs,,False
wyrdeer,wyrdeer,18,951,103,105,72,105,75,65,normal,psychic,intimidate,frisk,sap-sipper,899,,135,gray,,False,False,False,8,ground,,False
kleavor,kleavor,18,890,70,135,95,45,70,85,bug,rock,swarm,sheer-force,sharpness,900,,115,brown,,False,False,False,8,bug,,False
ursaluna,ursaluna,24,2900,130,140,105,45,80,50,ground,normal,guts,bulletproof,unnerve,901,,75,brown,,False,False,False,8,ground,,False
ursaluna-bloodmoon,ursaluna,24,2900,113,70,120,135,65,52,ground,normal,minds-eye,,,901,,75,brown,,False,False,False,8,ground,,False
basculegion-female,basculegion,30,1100,120,92,65,100,75,78,water,ghost,swift-swim,adaptability,mold-breaker,902,,135,green,,False,False,False,8,water2,,False
basculegion-male,basculegion,30,1100,120,112,65,80,75,78,water,ghost,swift-swim,adaptability,mold-breaker,902,,135,green,,False,False,False,8,water2,,False
sneasler,sneasler,13,430,80,130,60,40,80,120,fighting,poison,pressure,unburden,poison-touch,903,,135,gray,,False,False,False,8,ground,,False
overqwil,overqwil,25,605,85,115,95,65,65,85,dark,poison,poison-point,swift-swim,intimidate,904,,135,black,,False,False,False,8,water2,,False
enamorus-incarnate,enamorus,16,480,74,115,70,135,80,106,fairy,flying,cute-charm,contrary,,905,,3,pink,,False,True,False,8,no-eggs,,False
enamorus-therian,enamorus,16,480,74,115,110,135,100,46,fairy,flying,overcoat,,,905,,3,pink,,False,True,False,8,no-eggs,,False
sprigatito,sprigatito,4,41,40,61,54,45,45,65,grass,,overgrow,protean,,906,,45,green,,False,False,False,9,ground,plant,False
floragato,floragato,9,122,61,80,63,60,63,83,grass,,overgrow,protean,,907,,45,green,,False,False,False,9,ground,plant,False
meowscarada,meowscarada,15,312,76,110,70,81,70,123,grass,dark,overgrow,protean,,908,,45,green,,False,False,False,9,ground,plant,False
fuecoco,fuecoco,4,98,67,45,59,63,40,36,fire,,blaze,unaware,,909,,45,red,,False,False,False,9,ground,,False
crocalor,crocalor,10,307,81,55,78,90,58,49,fire,,blaze,unaware,,910,,45,red,,False,False,False,9,ground,,False
skeledirge,skeledirge,16,3265,104,75,100,110,75,66,fire,ghost,blaze,unaware,,911,,45,red,,False,False,False,9,ground,,False
quaxly,quaxly,5,61,55,65,45,50,45,50,water,,torrent,moxie,,912,,45,white,,False,False,False,9,flying,water1,False
quaxwell,quaxwell,12,215,70,85,65,65,60,65,water,,torrent,moxie,,913,,45,blue,,False,False,False,9,flying,water1,False
quaquaval,quaquaval,18,619,85,120,80,85,75,85,water,fighting,torrent,moxie,,914,,45,blue,,False,False,False,9,flying,water1,False
lechonk,lechonk,5,102,54,45,40,35,45,35,normal,,aroma-veil,gluttony,thick-fat,915,,255,gray,,False,False,False,9,ground,,False
oinkologne,oinkologne,10,1200,110,100,75,59,80,65,normal,,lingering-aroma,gluttony,thick-fat,916,,100,gray,,False,False,False,9,ground,,False
oinkologne-female,oinkologne,10,1200,115,90,70,59,90,65,normal,,aroma-veil,gluttony,thick-fat,916,,100,gray,,False,False,False,9,ground,,False
tarountula,tarountula,3,40,35,41,45,29,40,20,bug,,insomnia,stakeout,,917,,255,white,,False,False,False,9,bug,,False
spidops,spidops,10,165,60,79,92,52,86,35,bug,,insomnia,stakeout,,918,,120,green,,False,False,False,9,bug,,False
nymble,nymble,2,10,33,46,40,21,25,45,bug,,swarm,tinted-lens,,919,,190,gray,,False,False,False,9,bug,,False
lokix,lokix,10,175,71,102,78,52,55,92,bug,dark,swarm,tinted-lens,,920,,30,gray,,False,False,False,9,bug,,False
pawmi,pawmi,3,25,45,50,20,40,25,60,electric,,static,natural-cure,iron-fist,921,,190,yellow,,False,False,False,9,ground,,False
pawmo,pawmo,4,65,60,75,40,50,40,85,electric,fighting,volt-absorb,natural-cure,iron-fist,922,,80,yellow,,False,False,False,9,ground,,False
pawmot,pawmot,9,410,70,115,70,70,60,105,electric,fighting,volt-absorb,natural-cure,iron-fist,923,,45,yellow,,False,False,False,9,ground,,False
tandemaus,tandemaus,3,18,50,50,45,40,45,75,normal,,run-away,pickup,own-tempo,924,,150,white,,False,False,False,9,ground,fairy,False
maushold,maushold,3,23,74,75,70,65,75,111,normal,,friend-guard,cheek-pouch,technician,925,,75,white,,False,False,False,9,ground,fairy,False
maushold-family-of-three,maushold,3,28,74,75,70,65,75,111,normal,,friend-guard,cheek-pouch,technician,925,,75,white,,False,False,False,9,ground,fairy,False
fidough,fidough,3,109,37,55,70,30,55,65,fairy,,own-tempo,klutz,,926,,190,yellow,,False,False,False,9,ground,mineral,False
dachsbun,dachsbun,5,149,57,80,115,50,80,95,fairy,,well-baked-body,aroma-veil,,927,,90,brown,,False,False,False,9,ground,mineral,False
smoliv,smoliv,3,65,41,35,45,58,51,30,grass,normal,early-bird,harvest,,928,,255,green,,False,False,False,9,plant,,False
dolliv,dolliv,6,119,52,53,60,78,78,33,grass,normal,early-bird,harvest,,929,,120,green,,False,False,False,9,plant,,False
arboliva,arboliva,14,482,78,69,90,125,109,39,grass,normal,seed-sower,harvest,,930,,45,green,,False,False,False,9,plant,,False
squawkabilly,squawkabilly,6,24,82,96,51,45,51,92,normal,flying,intimidate,hustle,guts,931,,190,green,,False,False,False,9,flying,,False
squawkabilly-blue-plumage,squawkabilly,6,24,82,96,51,45,51,92,normal,flying,intimidate,hustle,guts,931,,190,green,,False,False,False,9,flying,,False
squawkabilly-white-plumage,squawkabilly,6,24,82,96,51,45,51,92,normal,flying,intimidate,hustle,sheer-force,931,,190,green,,False,False,False,9,flying,,False
squawkabilly-yellow-plumage,squawkabilly,6,24,82,96,51,45,51,92,normal,flying,intimidate,hustle,sheer-force,931,,190,green,,False,False,False,9,flying,,False
nacli,nacli,4,160,55,55,75,35,35,25,rock,,purifying-salt,sturdy,clear-body,932,,255,brown,,False,False,False,9,mineral,,False
naclstack,naclstack,6,1050,60,60,100,35,65,35,rock,,purifying-salt,sturdy,clear-body,933,,120,brown,,False,False,False,9,mineral,,False
garganacl,garganacl,23,2400,100,100,130,45,90,35,rock,,purifying-salt,sturdy,clear-body,934,,45,brown,,False,False,False,9,mineral,,False
charcadet,charcadet,6,105,40,50,40,50,40,35,fire,,flash-fire,flame-body,,935,,90,red,,False,False,False,9,humanshape,,False
armarouge,armarouge,15,850,85,60,100,125,80,75,fire,psychic,flash-fire,weak-armor,,936,,25,red,,False,False,False,9,humanshape,,False
ceruledge,ceruledge,16,620,75,125,80,60,100,85,fire,ghost,flash-fire,weak-armor,,937,,25,blue,,False,False,False,9,humanshape,,False
tadbulb,tadbulb,3,4,61,31,41,59,35,45,electric,,own-tempo,static,damp,938,,190,yellow,,False,False,False,9,water1,,False
bellibolt,bellibolt,12,1130,109,64,91,103,83,45,electric,,electromorphosis,static,damp,939,,50,green,,False,False,False,9,water1,,False
wattrel,wattrel,4,36,40,40,35,55,40,70,electric,flying,wind-power,volt-absorb,competitive,940,,180,black,,False,False,False,9,water1,flying,False
kilowattrel,kilowattrel,14,386,70,70,60,105,60,125,electric,flying,wind-power,volt-absorb,competitive,941,,90,yellow,,False,False,False,9,water1,flying,False
maschiff,maschiff,5,160,60,78,60,40,51,51,dark,,intimidate,run-away,stakeout,942,,150,brown,,False,False,False,9,ground,,False
mabosstiff,mabosstiff,11,610,80,120,90,60,70,85,dark,,intimidate,guard-dog,stakeout,943,,75,gray,,False,False,False,9,ground,,False
shroodle,shroodle,2,7,40,65,35,40,35,75,poison,normal,unburden,pickpocket,prankster,944,,190,gray,,False,False,False,9,ground,,False
grafaiai,grafaiai,7,272,63,95,65,80,72,110,poison,normal,unburden,poison-touch,prankster,945,,90,gray,,False,False,False,9,ground,,False
